GID,CHROMOSOME
SEN_RS05620,1
SEN_RS02405,1
SEN_RS19965,1
SEN_RS03760,1
SEN_RS09245,1
SEN_RS21920,1
SEN_RS06940,1
SEN_RS15835,1
SEN_RS07440,1
SEN_RS13390,1
SEN_RS10190,1
SEN_RS12075,1
SEN_RS14355,1
SEN_RS24870,1
SEN_RS11200,1
SEN_RS14940,1
SEN_RS24940,1
SEN_RS23115,1
SEN_RS24200,1
SEN_RS01455,1
SEN_RS08125,1
SEN_RS12865,1
SEN_RS21470,1
SEN_RS09250,1
SEN_RS01890,1
SEN_RS16580,1
SEN_RS15370,1
SEN_RS22295,1
SEN_RS15175,1
SEN_RS08320,1
SEN_RS13395,1
SEN_RS10200,1
SEN_RS12080,1
SEN_RS14360,1
SEN_RS00920,1
SEN_RS16015,1
SEN_RS11205,1
SEN_RS20515,1
SEN_RS18130,1
SEN_RS18770,1
SEN_RS16310,1
SEN_RS00440,1
SEN_RS02410,1
SEN_RS03765,1
SEN_RS02920,1
SEN_RS09255,1
SEN_RS21005,1
SEN_RS20265,1
SEN_RS10205,1
SEN_RS12085,1
SEN_RS18365,1
SEN_RS13400,1
SEN_RS01520,1
SEN_RS00090,1
SEN_RS14365,1
SEN_RS24130,1
SEN_RS07915,1
SEN_RS11210,1
SEN_RS17060,1
SEN_RS04200,1
SEN_RS04935,1
SEN_RS19185,1
SEN_RS19690,1
SEN_RS03220,1
SEN_RS01460,1
SEN_RS09260,1
SEN_RS07980,1
SEN_RS17320,1
SEN_RS12870,1
SEN_RS01895,1
SEN_RS10210,1
SEN_RS15455,1
SEN_RS21705,1
SEN_RS04645,1
SEN_RS21315,1
SEN_RS21815,1
SEN_RS12090,1
SEN_RS13405,1
SEN_RS08325,1
SEN_RS00925,1
SEN_RS14370,1
SEN_RS05400,1
SEN_RS11215,1
SEN_RS05625,1
SEN_RS09265,1
SEN_RS03770,1
SEN_RS08230,1
SEN_RS06945,1
SEN_RS06400,1
SEN_RS20105,1
SEN_RS19390,1
SEN_RS12100,1
SEN_RS14375,1
SEN_RS03030,1
SEN_RS01450,1
SEN_RS11220,1
SEN_RS13425,1
SEN_RS07530,1
SEN_RS07220,1
SEN_RS06720,1
SEN_RS16745,1
SEN_RS03225,1
SEN_RS22175,1
SEN_RS09275,1
SEN_RS15630,1
SEN_RS01900,1
SEN_RS17505,1
SEN_RS12105,1
SEN_RS15180,1
SEN_RS08330,1
SEN_RS13410,1
SEN_RS10215,1
SEN_RS00930,1
SEN_RS14380,1
SEN_RS11225,1
SEN_RS16020,1
SEN_RS07610,1
SEN_RS19720,1
SEN_RS16315,1
SEN_RS00445,1
SEN_RS09280,1
SEN_RS03775,1
SEN_RS17565,1
SEN_RS21010,1
SEN_RS16255,1
SEN_RS17970,1
SEN_RS07820,1
SEN_RS10220,1
SEN_RS14385,1
SEN_RS20775,1
SEN_RS11230,1
SEN_RS06255,1
SEN_RS17805,1
SEN_RS01465,1
SEN_RS03230,1
SEN_RS19190,1
SEN_RS09285,1
SEN_RS06565,1
SEN_RS12875,1
SEN_RS01905,1
SEN_RS00245,1
SEN_RS22545,1
SEN_RS23035,1
SEN_RS04415,1
SEN_RS10225,1
SEN_RS13415,1
SEN_RS12110,1
SEN_RS08335,1
SEN_RS00935,1
SEN_RS14390,1
SEN_RS11235,1
SEN_RS21760,1
SEN_RS21175,1
SEN_RS05630,1
SEN_RS02460,1
SEN_RS19970,1
SEN_RS09290,1
SEN_RS03780,1
SEN_RS18665,1
SEN_RS06950,1
SEN_RS17180,1
SEN_RS15840,1
SEN_RS05740,1
SEN_RS07445,1
SEN_RS08340,1
SEN_RS10230,1
SEN_RS01565,1
SEN_RS14395,1
SEN_RS13080,1
SEN_RS11240,1
SEN_RS14945,1
SEN_RS07225,1
SEN_RS17440,1
SEN_RS08130,1
SEN_RS07715,1
SEN_RS03235,1
SEN_RS00450,1
SEN_RS09295,1
SEN_RS15635,1
SEN_RS12880,1
SEN_RS22240,1
SEN_RS21475,1
SEN_RS01910,1
SEN_RS16585,1
SEN_RS06840,1
SEN_RS12115,1
SEN_RS15185,1
SEN_RS08345,1
SEN_RS13420,1
SEN_RS10235,1
SEN_RS00940,1
SEN_RS14400,1
SEN_RS11245,1
SEN_RS16025,1
SEN_RS20520,1
SEN_RS18140,1
SEN_RS16320,1
SEN_RS18775,1
SEN_RS01475,1
SEN_RS09300,1
SEN_RS03785,1
SEN_RS02925,1
SEN_RS05180,1
SEN_RS21015,1
SEN_RS20270,1
SEN_RS00095,1
SEN_RS18370,1
SEN_RS08350,1
SEN_RS10240,1
SEN_RS01590,1
SEN_RS14405,1
SEN_RS22390,1
SEN_RS07920,1
SEN_RS23120,1
SEN_RS11250,1
SEN_RS17065,1
SEN_RS04205,1
SEN_RS04940,1
SEN_RS19195,1
SEN_RS03240,1
SEN_RS00455,1
SEN_RS09305,1
SEN_RS07985,1
SEN_RS17325,1
SEN_RS12885,1
SEN_RS20655,1
SEN_RS04650,1
SEN_RS01915,1
SEN_RS04430,1
SEN_RS12120,1
SEN_RS21325,1
SEN_RS21820,1
SEN_RS08355,1
SEN_RS13445,1
SEN_RS10245,1
SEN_RS00945,1
SEN_RS14410,1
SEN_RS22025,1
SEN_RS19860,1
SEN_RS11255,1
SEN_RS05405,1
SEN_RS05635,1
SEN_RS02425,1
SEN_RS09310,1
SEN_RS03790,1
SEN_RS08235,1
SEN_RS06955,1
SEN_RS06405,1
SEN_RS21020,1
SEN_RS16480,1
SEN_RS22080,1
SEN_RS19395,1
SEN_RS20110,1
SEN_RS08360,1
SEN_RS13450,1
SEN_RS10255,1
SEN_RS02630,1
SEN_RS14415,1
SEN_RS14950,1
SEN_RS07230,1
SEN_RS06725,1
SEN_RS16750,1
SEN_RS18245,1
SEN_RS03245,1
SEN_RS09315,1
SEN_RS15640,1
SEN_RS12890,1
SEN_RS01920,1
SEN_RS12125,1
SEN_RS19225,1
SEN_RS13455,1
SEN_RS08365,1
SEN_RS00950,1
SEN_RS14420,1
SEN_RS16030,1
SEN_RS19725,1
SEN_RS16325,1
SEN_RS18780,1
SEN_RS01480,1
SEN_RS02450,1
SEN_RS09320,1
SEN_RS03795,1
SEN_RS02930,1
SEN_RS17570,1
SEN_RS05185,1
SEN_RS17990,1
SEN_RS10265,1
SEN_RS13460,1
SEN_RS07825,1
SEN_RS20780,1
SEN_RS14425,1
SEN_RS13430,1
SEN_RS18465,1
SEN_RS16890,1
SEN_RS11260,1
SEN_RS06265,1
SEN_RS17810,1
SEN_RS19200,1
SEN_RS03250,1
SEN_RS00460,1
SEN_RS09330,1
SEN_RS06570,1
SEN_RS12895,1
SEN_RS01925,1
SEN_RS00255,1
SEN_RS22550,1
SEN_RS12130,1
SEN_RS04435,1
SEN_RS08370,1
SEN_RS14430,1
SEN_RS13465,1
SEN_RS10280,1
SEN_RS00955,1
SEN_RS00070,1
SEN_RS05410,1
SEN_RS21180,1
SEN_RS05640,1
SEN_RS03800,1
SEN_RS03270,1
SEN_RS24335,1
SEN_RS19975,1
SEN_RS21925,1
SEN_RS06960,1
SEN_RS21025,1
SEN_RS07450,1
SEN_RS22460,1
SEN_RS14435,1
SEN_RS19400,1
SEN_RS23405,1
SEN_RS01225,1
SEN_RS13085,1
SEN_RS11265,1
SEN_RS14955,1
SEN_RS17445,1
SEN_RS05985,1
SEN_RS03255,1
SEN_RS08135,1
SEN_RS09355,1
SEN_RS15375,1
SEN_RS15645,1
SEN_RS06620,1
SEN_RS12900,1
SEN_RS21480,1
SEN_RS01930,1
SEN_RS24935,1
SEN_RS16590,1
SEN_RS10285,1
SEN_RS22300,1
SEN_RS08375,1
SEN_RS14440,1
SEN_RS24725,1
SEN_RS15190,1
SEN_RS00960,1
SEN_RS12135,1
SEN_RS16035,1
SEN_RS20525,1
SEN_RS18145,1
SEN_RS18785,1
SEN_RS16330,1
SEN_RS03805,1
SEN_RS01485,1
SEN_RS09370,1
SEN_RS02435,1
SEN_RS02935,1
SEN_RS05190,1
SEN_RS17995,1
SEN_RS00340,1
SEN_RS14445,1
SEN_RS13470,1
SEN_RS10295,1
SEN_RS00100,1
SEN_RS20785,1
SEN_RS11270,1
SEN_RS17070,1
SEN_RS04210,1
SEN_RS00465,1
SEN_RS03260,1
SEN_RS04945,1
SEN_RS09385,1
SEN_RS07990,1
SEN_RS17330,1
SEN_RS12905,1
SEN_RS04655,1
SEN_RS01935,1
SEN_RS14450,1
SEN_RS15460,1
SEN_RS04440,1
SEN_RS21330,1
SEN_RS21030,1
SEN_RS08380,1
SEN_RS13475,1
SEN_RS10300,1
SEN_RS00965,1
SEN_RS12140,1
SEN_RS22030,1
SEN_RS03810,1
SEN_RS09390,1
SEN_RS08240,1
SEN_RS06965,1
SEN_RS06410,1
SEN_RS19405,1
SEN_RS03290,1
SEN_RS20115,1
SEN_RS13480,1
SEN_RS10305,1
SEN_RS03040,1
SEN_RS11275,1
SEN_RS14960,1
SEN_RS07235,1
SEN_RS06730,1
SEN_RS18250,1
SEN_RS03265,1
SEN_RS18565,1
SEN_RS09395,1
SEN_RS15650,1
SEN_RS12910,1
SEN_RS01940,1
SEN_RS15195,1
SEN_RS21035,1
SEN_RS08385,1
SEN_RS14455,1
SEN_RS13485,1
SEN_RS10310,1
SEN_RS00970,1
SEN_RS12145,1
SEN_RS16040,1
SEN_RS07615,1
SEN_RS19735,1
SEN_RS18790,1
SEN_RS03815,1
SEN_RS01490,1
SEN_RS09400,1
SEN_RS02440,1
SEN_RS01680,1
SEN_RS02940,1
SEN_RS17575,1
SEN_RS05195,1
SEN_RS00370,1
SEN_RS07830,1
SEN_RS14460,1
SEN_RS13490,1
SEN_RS10315,1
SEN_RS20790,1
SEN_RS13435,1
SEN_RS11280,1
SEN_RS06270,1
SEN_RS04215,1
SEN_RS17815,1
SEN_RS00470,1
SEN_RS19205,1
SEN_RS19695,1
SEN_RS09405,1
SEN_RS06575,1
SEN_RS12915,1
SEN_RS24230,1
SEN_RS01950,1
SEN_RS00250,1
SEN_RS22555,1
SEN_RS22350,1
SEN_RS04445,1
SEN_RS21040,1
SEN_RS24650,1
SEN_RS14465,1
SEN_RS13495,1
SEN_RS10320,1
SEN_RS00975,1
SEN_RS12150,1
SEN_RS05415,1
SEN_RS21185,1
SEN_RS03820,1
SEN_RS09415,1
SEN_RS02445,1
SEN_RS06970,1
SEN_RS17185,1
SEN_RS15845,1
SEN_RS19430,1
SEN_RS05745,1
SEN_RS07455,1
SEN_RS21045,1
SEN_RS13500,1
SEN_RS14470,1
SEN_RS23485,1
SEN_RS10325,1
SEN_RS13090,1
SEN_RS14965,1
SEN_RS24295,1
SEN_RS01955,1
SEN_RS17450,1
SEN_RS03275,1
SEN_RS08140,1
SEN_RS09420,1
SEN_RS15655,1
SEN_RS12920,1
SEN_RS15380,1
SEN_RS10330,1
SEN_RS01290,1
SEN_RS21050,1
SEN_RS08390,1
SEN_RS14475,1
SEN_RS13505,1
SEN_RS15200,1
SEN_RS12155,1
SEN_RS16045,1
SEN_RS20530,1
SEN_RS18150,1
SEN_RS18795,1
SEN_RS00475,1
SEN_RS03825,1
SEN_RS09425,1
SEN_RS02455,1
SEN_RS02990,1
SEN_RS10335,1
SEN_RS20275,1
SEN_RS00345,1
SEN_RS18000,1
SEN_RS11285,1
SEN_RS16775,1
SEN_RS12160,1
SEN_RS21060,1
SEN_RS14480,1
SEN_RS13510,1
SEN_RS18375,1
SEN_RS00990,1
SEN_RS20795,1
SEN_RS22395,1
SEN_RS24995,1
SEN_RS21605,1
SEN_RS17075,1
SEN_RS04220,1
SEN_RS01960,1
SEN_RS04950,1
SEN_RS03315,1
SEN_RS19210,1
SEN_RS09430,1
SEN_RS07995,1
SEN_RS17335,1
SEN_RS12925,1
SEN_RS04660,1
SEN_RS21335,1
SEN_RS08395,1
SEN_RS21825,1
SEN_RS14485,1
SEN_RS04450,1
SEN_RS00985,1
SEN_RS12165,1
SEN_RS22035,1
SEN_RS19865,1
SEN_RS05420,1
SEN_RS00480,1
SEN_RS01500,1
SEN_RS09435,1
SEN_RS08245,1
SEN_RS06975,1
SEN_RS06415,1
SEN_RS15850,1
SEN_RS16485,1
SEN_RS11290,1
SEN_RS19435,1
SEN_RS08400,1
SEN_RS14490,1
SEN_RS13515,1
SEN_RS10340,1
SEN_RS12170,1
SEN_RS02955,1
SEN_RS14970,1
SEN_RS07240,1
SEN_RS01965,1
SEN_RS06735,1
SEN_RS16755,1
SEN_RS03830,1
SEN_RS18255,1
SEN_RS09440,1
SEN_RS15660,1
SEN_RS22740,1
SEN_RS12930,1
SEN_RS05875,1
SEN_RS08405,1
SEN_RS14495,1
SEN_RS19230,1
SEN_RS10345,1
SEN_RS12175,1
SEN_RS21670,1
SEN_RS16050,1
SEN_RS19740,1
SEN_RS18800,1
SEN_RS00485,1
SEN_RS03325,1
SEN_RS01505,1
SEN_RS09445,1
SEN_RS17580,1
SEN_RS05200,1
SEN_RS20280,1
SEN_RS18005,1
SEN_RS01560,1
SEN_RS11295,1
SEN_RS07835,1
SEN_RS08410,1
SEN_RS14500,1
SEN_RS13520,1
SEN_RS10350,1
SEN_RS12180,1
SEN_RS20800,1
SEN_RS16895,1
SEN_RS06275,1
SEN_RS04225,1
SEN_RS01970,1
SEN_RS17820,1
SEN_RS03330,1
SEN_RS19245,1
SEN_RS09450,1
SEN_RS18505,1
SEN_RS06580,1
SEN_RS12935,1
SEN_RS22560,1
SEN_RS22130,1
SEN_RS04735,1
SEN_RS04455,1
SEN_RS08415,1
SEN_RS14505,1
SEN_RS13525,1
SEN_RS10355,1
SEN_RS12185,1
SEN_RS22040,1
SEN_RS05425,1
SEN_RS21190,1
SEN_RS21930,1
SEN_RS01510,1
SEN_RS09455,1
SEN_RS02465,1
SEN_RS06980,1
SEN_RS15855,1
SEN_RS05750,1
SEN_RS19440,1
SEN_RS07460,1
SEN_RS11300,1
SEN_RS20120,1
SEN_RS08430,1
SEN_RS14510,1
SEN_RS13530,1
SEN_RS10360,1
SEN_RS12190,1
SEN_RS13095,1
SEN_RS14975,1
SEN_RS01975,1
SEN_RS00490,1
SEN_RS03835,1
SEN_RS08145,1
SEN_RS09460,1
SEN_RS15665,1
SEN_RS12940,1
SEN_RS21485,1
SEN_RS15390,1
SEN_RS16595,1
SEN_RS08435,1
SEN_RS14515,1
SEN_RS13535,1
SEN_RS10365,1
SEN_RS22310,1
SEN_RS12195,1
SEN_RS16055,1
SEN_RS20535,1
SEN_RS18155,1
SEN_RS01515,1
SEN_RS09465,1
SEN_RS02470,1
SEN_RS02950,1
SEN_RS05205,1
SEN_RS20285,1
SEN_RS12200,1
SEN_RS18380,1
SEN_RS11305,1
SEN_RS08440,1
SEN_RS13540,1
SEN_RS14520,1
SEN_RS00995,1
SEN_RS10370,1
SEN_RS00110,1
SEN_RS20805,1
SEN_RS06065,1
SEN_RS17080,1
SEN_RS04230,1
SEN_RS01980,1
SEN_RS09470,1
SEN_RS00495,1
SEN_RS03335,1
SEN_RS19250,1
SEN_RS04955,1
SEN_RS08000,1
SEN_RS17340,1
SEN_RS04665,1
SEN_RS10375,1
SEN_RS15465,1
SEN_RS21340,1
SEN_RS21710,1
SEN_RS21830,1
SEN_RS08445,1
SEN_RS13545,1
SEN_RS12205,1
SEN_RS05430,1
SEN_RS09475,1
SEN_RS02480,1
SEN_RS08250,1
SEN_RS06420,1
SEN_RS19445,1
SEN_RS14525,1
SEN_RS11310,1
SEN_RS10380,1
SEN_RS20125,1
SEN_RS08450,1
SEN_RS13550,1
SEN_RS12210,1
SEN_RS18575,1
SEN_RS14980,1
SEN_RS18260,1
SEN_RS07245,1
SEN_RS07535,1
SEN_RS03840,1
SEN_RS16760,1
SEN_RS06740,1
SEN_RS22180,1
SEN_RS00500,1
SEN_RS03340,1
SEN_RS08420,1
SEN_RS09480,1
SEN_RS15670,1
SEN_RS14530,1
SEN_RS15205,1
SEN_RS10385,1
SEN_RS08455,1
SEN_RS13555,1
SEN_RS12215,1
SEN_RS16060,1
SEN_RS19745,1
SEN_RS07620,1
SEN_RS01525,1
SEN_RS13890,1
SEN_RS18805,1
SEN_RS09485,1
SEN_RS17585,1
SEN_RS05210,1
SEN_RS18010,1
SEN_RS11315,1
SEN_RS10390,1
SEN_RS12220,1
SEN_RS08460,1
SEN_RS13560,1
SEN_RS07840,1
SEN_RS01000,1
SEN_RS20810,1
SEN_RS06280,1
SEN_RS17825,1
SEN_RS04235,1
SEN_RS01985,1
SEN_RS22800,1
SEN_RS03345,1
SEN_RS19255,1
SEN_RS09490,1
SEN_RS04960,1
SEN_RS06585,1
SEN_RS23595,1
SEN_RS04460,1
SEN_RS22565,1
SEN_RS14535,1
SEN_RS10395,1
SEN_RS08465,1
SEN_RS13565,1
SEN_RS12225,1
SEN_RS05435,1
SEN_RS21195,1
SEN_RS21935,1
SEN_RS02485,1
SEN_RS18670,1
SEN_RS06985,1
SEN_RS17190,1
SEN_RS05755,1
SEN_RS07465,1
SEN_RS11320,1
SEN_RS10400,1
SEN_RS08470,1
SEN_RS19450,1
SEN_RS12230,1
SEN_RS24945,1
SEN_RS13100,1
SEN_RS14985,1
SEN_RS03845,1
SEN_RS07720,1
SEN_RS03350,1
SEN_RS08150,1
SEN_RS09495,1
SEN_RS12950,1
SEN_RS15400,1
SEN_RS16600,1
SEN_RS14540,1
SEN_RS11325,1
SEN_RS10405,1
SEN_RS08475,1
SEN_RS13570,1
SEN_RS20540,1
SEN_RS16065,1
SEN_RS18160,1
SEN_RS01990,1
SEN_RS01530,1
SEN_RS02490,1
SEN_RS02430,1
SEN_RS17590,1
SEN_RS24255,1
SEN_RS12235,1
SEN_RS20290,1
SEN_RS18015,1
SEN_RS11330,1
SEN_RS10410,1
SEN_RS00355,1
SEN_RS08480,1
SEN_RS18385,1
SEN_RS01005,1
SEN_RS00115,1
SEN_RS20815,1
SEN_RS22400,1
SEN_RS06070,1
SEN_RS21610,1
SEN_RS17085,1
SEN_RS03355,1
SEN_RS04965,1
SEN_RS19260,1
SEN_RS09500,1
SEN_RS08005,1
SEN_RS17345,1
SEN_RS04670,1
SEN_RS14545,1
SEN_RS11335,1
SEN_RS10415,1
SEN_RS21345,1
SEN_RS08485,1
SEN_RS13575,1
SEN_RS19870,1
SEN_RS05440,1
SEN_RS01995,1
SEN_RS19455,1
SEN_RS02495,1
SEN_RS08255,1
SEN_RS06990,1
SEN_RS24750,1
SEN_RS06425,1
SEN_RS22085,1
SEN_RS16490,1
SEN_RS11340,1
SEN_RS10420,1
SEN_RS03295,1
SEN_RS08490,1
SEN_RS12240,1
SEN_RS14995,1
SEN_RS03850,1
SEN_RS06745,1
SEN_RS16765,1
SEN_RS03360,1
SEN_RS09505,1
SEN_RS15675,1
SEN_RS12955,1
SEN_RS15210,1
SEN_RS05880,1
SEN_RS14550,1
SEN_RS11345,1
SEN_RS19235,1
SEN_RS08495,1
SEN_RS13580,1
SEN_RS16070,1
SEN_RS02000,1
SEN_RS19750,1
SEN_RS01535,1
SEN_RS18810,1
SEN_RS02500,1
SEN_RS02600,1
SEN_RS17595,1
SEN_RS05220,1
SEN_RS18020,1
SEN_RS11350,1
SEN_RS16780,1
SEN_RS20300,1
SEN_RS08500,1
SEN_RS12245,1
SEN_RS07845,1
SEN_RS01010,1
SEN_RS20820,1
SEN_RS17830,1
SEN_RS16900,1
SEN_RS06285,1
SEN_RS04240,1
SEN_RS25005,1
SEN_RS04970,1
SEN_RS03365,1
SEN_RS00265,1
SEN_RS09510,1
SEN_RS18510,1
SEN_RS06590,1
SEN_RS12960,1
SEN_RS04465,1
SEN_RS22570,1
SEN_RS14555,1
SEN_RS11355,1
SEN_RS13585,1
SEN_RS03855,1
SEN_RS21200,1
SEN_RS05445,1
SEN_RS05760,1
SEN_RS21940,1
SEN_RS02005,1
SEN_RS01540,1
SEN_RS19460,1
SEN_RS02505,1
SEN_RS02960,1
SEN_RS06995,1
SEN_RS07470,1
SEN_RS11360,1
SEN_RS10425,1
SEN_RS20130,1
SEN_RS08505,1
SEN_RS13590,1
SEN_RS01015,1
SEN_RS12250,1
SEN_RS07250,1
SEN_RS13105,1
SEN_RS17455,1
SEN_RS08425,1
SEN_RS24615,1
SEN_RS00510,1
SEN_RS03370,1
SEN_RS08155,1
SEN_RS09515,1
SEN_RS15680,1
SEN_RS15405,1
SEN_RS12965,1
SEN_RS21490,1
SEN_RS16605,1
SEN_RS12255,1
SEN_RS20545,1
SEN_RS14560,1
SEN_RS11365,1
SEN_RS13595,1
SEN_RS22315,1
SEN_RS18165,1
SEN_RS02510,1
SEN_RS02010,1
SEN_RS17600,1
SEN_RS18025,1
SEN_RS21065,1
SEN_RS00360,1
SEN_RS12260,1
SEN_RS11370,1
SEN_RS00120,1
SEN_RS08510,1
SEN_RS13600,1
SEN_RS18390,1
SEN_RS01020,1
SEN_RS20825,1
SEN_RS17090,1
SEN_RS04245,1
SEN_RS02515,1
SEN_RS01545,1
SEN_RS04975,1
SEN_RS08010,1
SEN_RS03375,1
SEN_RS19265,1
SEN_RS09520,1
SEN_RS04675,1
SEN_RS17350,1
SEN_RS12970,1
SEN_RS15470,1
SEN_RS12265,1
SEN_RS14565,1
SEN_RS11375,1
SEN_RS21835,1
SEN_RS21350,1
SEN_RS08515,1
SEN_RS22045,1
SEN_RS05450,1
SEN_RS03860,1
SEN_RS02015,1
SEN_RS00515,1
SEN_RS09525,1
SEN_RS07475,1
SEN_RS02965,1
SEN_RS06430,1
SEN_RS07000,1
SEN_RS12270,1
SEN_RS24355,1
SEN_RS24730,1
SEN_RS11380,1
SEN_RS08520,1
SEN_RS03300,1
SEN_RS01025,1
SEN_RS03045,1
SEN_RS07260,1
SEN_RS06135,1
SEN_RS15000,1
SEN_RS06750,1
SEN_RS16770,1
SEN_RS18265,1
SEN_RS03380,1
SEN_RS09530,1
SEN_RS15685,1
SEN_RS20550,1
SEN_RS21560,1
SEN_RS15215,1
SEN_RS12275,1
SEN_RS14570,1
SEN_RS10430,1
SEN_RS11385,1
SEN_RS08525,1
SEN_RS24735,1
SEN_RS07625,1
SEN_RS12975,1
SEN_RS16075,1
SEN_RS02520,1
SEN_RS03865,1
SEN_RS19755,1
SEN_RS18815,1
SEN_RS02020,1
SEN_RS09535,1
SEN_RS24855,1
SEN_RS12280,1
SEN_RS10435,1
SEN_RS20305,1
SEN_RS08530,1
SEN_RS11390,1
SEN_RS07850,1
SEN_RS01030,1
SEN_RS20830,1
SEN_RS17835,1
SEN_RS06290,1
SEN_RS02825,1
SEN_RS04980,1
SEN_RS01550,1
SEN_RS16970,1
SEN_RS19270,1
SEN_RS19000,1
SEN_RS20425,1
SEN_RS09540,1
SEN_RS04250,1
SEN_RS06595,1
SEN_RS04470,1
SEN_RS14575,1
SEN_RS24235,1
SEN_RS08535,1
SEN_RS22355,1
SEN_RS22575,1
SEN_RS11395,1
SEN_RS21205,1
SEN_RS05765,1
SEN_RS05455,1
SEN_RS02525,1
SEN_RS03870,1
SEN_RS21945,1
SEN_RS00520,1
SEN_RS24805,1
SEN_RS09545,1
SEN_RS21525,1
SEN_RS17195,1
SEN_RS12285,1
SEN_RS13620,1
SEN_RS20135,1
SEN_RS08540,1
SEN_RS07005,1
SEN_RS01035,1
SEN_RS13110,1
SEN_RS07265,1
SEN_RS11400,1
SEN_RS01555,1
SEN_RS06140,1
SEN_RS24980,1
SEN_RS07725,1
SEN_RS20555,1
SEN_RS09550,1
SEN_RS15005,1
SEN_RS16610,1
SEN_RS14580,1
SEN_RS23435,1
SEN_RS01295,1
SEN_RS08545,1
SEN_RS13625,1
SEN_RS11405,1
SEN_RS16080,1
SEN_RS02530,1
SEN_RS03875,1
SEN_RS18170,1
SEN_RS00525,1
SEN_RS05225,1
SEN_RS21070,1
SEN_RS12290,1
SEN_RS14585,1
SEN_RS24960,1
SEN_RS20310,1
SEN_RS17605,1
SEN_RS08550,1
SEN_RS13630,1
SEN_RS18395,1
SEN_RS01040,1
SEN_RS20835,1
SEN_RS11410,1
SEN_RS22405,1
SEN_RS24930,1
SEN_RS21615,1
SEN_RS17095,1
SEN_RS00125,1
SEN_RS19005,1
SEN_RS16975,1
SEN_RS04985,1
SEN_RS03385,1
SEN_RS19275,1
SEN_RS09555,1
SEN_RS08015,1
SEN_RS04255,1
